Business Name,Address,City,State,Number of Reviews,Site,Phone,Photo,pricing,wide_selection,sell_antiques,sell_books,clean_organized,sell_clothes,sell_furniture,sell_jewelry,sell_gift_items,sell_premium_brand,sell_merchandise,friendly_employees
The Fashion Gallery,"111 Lee Hwy, Verona, VA 24482",Verona,Virginia,133,http://www.fashiongalleryva.com/,+1 540-248-4292,https://lh5.googleusercontent.com/p/AF1QipOmSZEBh1N8BNtDboxO34gy4rkCD0X2PzlIxwAc=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Lou Lou Boutiques,"132 King St, Alexandria, VA 22314",Alexandria,Virginia,77,http://loulouboutiques.com/,+1 703-299-9505,https://lh5.googleusercontent.com/p/AF1QipNw64rxoi3VHeW-RuS44MBfo2QsztZ9FIyYjSUp=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Buy The Season,"1529 Apperson Dr, Salem, VA 24153",Salem,Virginia,547,http://www.buytheseason.com/,+1 540-387-2788,https://lh5.googleusercontent.com/p/AF1QipNyg_-Y4muRM72TjGOOe-H3R6jeh1i4mCAnzxvB=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mama's Attic Thrift Store,"314 Lynn St, Danville, VA 24541",Danville,Virginia,27,https://www.facebook.com/mamasatticthriftstore/,+1 434-250-4724,https://lh5.googleusercontent.com/p/AF1QipNza8qc5dhF_kuwcpk8FOoWFjgO7eiKIt39GUw=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Alsum Trading Company,"400 Front St, Lynden, WA 98264",Lynden,Washington,31,No data available,+1 360-966-5500,https://lh5.googleusercontent.com/p/AF1QipN0OKINYiVcWPVukhnHXmA3Gi_TM-pm2f9PHroh=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sparrow & Nightingale's,"1008 Main St, Sumner, WA 98390",Sumner,Washington,27,https://sparrowandnightingales.com/,+1 253-826-3330,https://lh5.googleusercontent.com/p/AF1QipPVOGHS4puJZn9orsnK1Q5uR72M57gPghFZxIBy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Naches Trading Post,"9620 US-12, Naches, WA 98937",Naches,Washington,194,No data available,+1 509-426-4957,https://lh5.googleusercontent.com/p/AF1QipMGOrxg7bP1vCgGl_FDqOQOsD6tViEDiueCIX6V=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Fabulously Frugal Thrift Shop,"611 2nd St, Snohomish, WA 98290",Snohomish,Washington,216,https://www.snohomishcenter.org/thriftstore,+1 360-863-6353,https://lh5.googleusercontent.com/p/AF1QipPlLNHjaemdhhK6to_MqnQ6KL10hFPlTRDdSytA=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mi Gusto Es Boutique,"114 N 4th Ave, Pasco, WA 99301",Pasco,Washington,148,No data available,+1 509-531-1527,https://lh5.googleusercontent.com/p/AF1QipOG26BiHsUsjB0xgPr3iqwFRfJI7MnM9ng-Eoxb=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Around Again,"22 Gilbert Rd, Sequim, WA 98382",Sequim,Washington,101,https://www.aroundagainstore.org/,+1 360-683-7862,https://lh5.googleusercontent.com/p/AF1QipOldB0RBQoBuk0Gj3wdVmWAt1v1sDK-FdpuMUHV=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Blessings Thrift Store,"100 E Main, Mossyrock, WA 98564",Mossyrock,Washington,45,No data available,+1 360-983-3247,https://lh5.googleusercontent.com/p/AF1QipNEHUjjO7o_HYowK-y3Ny3fSklTypQJN3NgSqEc=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Chelan Station Re-Runs,"410 WA-150, Chelan, WA 98816",Chelan,Washington,52,No data available,+1 509-682-9808,https://lh5.googleusercontent.com/p/AF1QipPWlCRSwSGMT-XNM_wDsXRrxAI-5uRdaQ3ng7h8=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Vessel Vintage Collective,"760 Broadway, Tacoma, WA 98402",Tacoma,Washington,40,http://www.vesselvintagecollective.com/,+1 253-272-2070,https://lh5.googleusercontent.com/p/AF1QipPI7n81A4wJkm_263Z16xChOgSBKH-ueNnnmdbZ=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
All Good Things,"1630 N Wenatchee Ave #3, Wenatchee, WA 98801",Wenatchee,Washington,41,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
High Tail Tack,"476 WA-505, Winlock, WA 98596",Winlock,Washington,46,https://www.hightailtack.com/,+1 360-864-8225,https://lh5.googleusercontent.com/p/AF1QipN_ZgsQQOJew26u6q2hnA7EInMVhyOLJea1jZDI=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tacoma Furniture & Consignment,"1120 Broadway, Tacoma, WA 98402",Tacoma,Washington,120,https://tacomaconsignment.com/?utm_source=google,+1 253-212-9445,https://lh5.googleusercontent.com/p/AF1QipM9RFVuXv4n0xz5YPkn_6mx57Z05n_qap3MDNQe=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Curlew Store,"2 River St, Curlew, WA 99118",Curlew,Washington,40,https://www.facebook.com/curlewstore/,+1 509-779-0854,https://lh5.googleusercontent.com/p/AF1QipO706DcrPm6NV3EUiOZ7De86VVIyhlb5mFjVoHp=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mission Thrift,"2502 6th Ave, Tacoma, WA 98405",Tacoma,Washington,51,https://missionthrifttacoma.org/,+1 253-844-4147,https://lh5.googleusercontent.com/p/AF1QipOcLHyctGVcH4Ey7I6UeIAh_Eemuum1RoBjOS3g=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Shop,"1361 Cole St, Enumclaw, WA 98022",Enumclaw,Washington,285,http://www.theshopbarbers.com/,+1 360-802-4509,https://lh5.googleusercontent.com/p/AF1QipO5ax6f2CCt_Hu3LsQI2gk3X3jdVBC2P2UgY2LG=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Auburn Valley Humane Soc Thrift Store & More,"1123 E Main St, Auburn, WA 98002",Auburn,Washington,189,https://www.auburnvalleyhs.org/,+1 253-545-0314,https://lh5.googleusercontent.com/p/AF1QipMcJGuFB6_0qdl11zGIwtbe3wfY6qvtTXvbM9Lv=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
16 Cents,"15303 E Sprague Ave Suite B, Spokane Valley, WA 99037",Spokane Valley,Washington,233,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Menlo Store,"1000 WA-6, Menlo, WA 98561",Menlo,Washington,52,No data available,+1 360-942-3823,https://lh5.googleusercontent.com/p/AF1QipNhX0QvcD3N0DmwLc-CKx0eNdJers3ZP-4bBAmM=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Yakima Goodwill,"3710 Tieton Dr, Yakima, WA 98902",Yakima,Washington,302,https://www.goodwillwa.org/,+1 509-965-7355,https://lh5.googleusercontent.com/p/AF1QipOr8Is7oa0_MVdYnXv1jW3p3581xsjTX5pET1ly=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Blue,"534 Capitol Way S, Olympia, WA 98501",Olympia,Washington,95,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Thrifty Grandmothers Shop,"118 N Main St, Colfax, WA 99111",Colfax,Washington,85,No data available,+1 509-397-2786,https://lh5.googleusercontent.com/p/AF1QipOwBHHEe3wcPMQoCTwLiS1JeBvz6twPL1j3o99B=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Vintage Me Boutique,"106 S 3rd St, Yakima, WA 98901",Yakima,Washington,30,No data available,+1 509-834-8166,https://lh5.googleusercontent.com/p/AF1QipNRT-I6LgbQLbEiR9gQ_cNv4vX-w2diZYzw-TJV=w800-h500-k-no,High,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
D C's Treasures,"106 E Yelm Ave, Yelm, WA 98597",Yelm,Washington,84,No data available,+1 360-400-4184,https://lh5.googleusercontent.com/p/AF1QipPoRb2he6LK6QoFze1aX6C1pRwl2zPwaG7GmmlL=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Foxxy Brown's,"1895 Front St, Lynden, WA 98264",Lynden,Washington,49,No data available,+1 360-318-8500,https://lh5.googleusercontent.com/p/AF1QipOak0-xHrWiol__zmlkcBPlgfqIjMsjEAIQc94h=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Check Point Nw,"2 N Post St, Spokane, WA 99201",Spokane,Washington,33,https://www.instagram.com/thecheckpoint.nw/,0,https://lh5.googleusercontent.com/p/AF1QipOC8jkcw4ME-cp7bG-3uWXkvnZAonuT68KMpR11=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Camano Shop,"913 WA-532, Camano, WA 98282",Camano,Washington,27,http://www.thecamanoshop.com/,+1 206-383-1207,https://lh5.googleusercontent.com/p/AF1QipMA5SbQKMAkm6MLHPS6-wsTe4OIHa64pte8Ikpk=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
North Coast Antique Mall Llc,"1206 47 Pl, Seaview, WA 98644",Seaview,Washington,153,No data available,+1 360-642-2070,https://lh5.googleusercontent.com/p/AF1QipNIGVvSzzonK0CX1Xm8yiEp0UaRo6tXP-tAUtdG=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Assistance League Of Bellingham,"2817 Meridian St, Bellingham, WA 98225",Bellingham,Washington,88,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
4Ever Growing Kids Consignment,"440 NE 4th Ave, Camas, WA 98607",Camas,Washington,43,https://4egk.com/,+1 360-210-5351,https://lh5.googleusercontent.com/p/AF1QipN_c2L9QpxcrPBHwjx1NDysLLEacLJSSM4aRNgj=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Joybird,"1520 10th Ave, Seattle, WA 98122",Seattle,Washington,130,https://joybird.com/,+1 206-629-3759,https://lh5.googleusercontent.com/p/AF1QipNPEp37EIEz-sFjLvWzHKFOCkL7Q5u9ol2LYh9j=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Aberdeen Thrift City,"306 N B St, Aberdeen, WA 98520",Aberdeen,Washington,282,No data available,+1 360-532-8020,https://lh5.googleusercontent.com/p/AF1QipNVJ_WMcrpZlaUmqz4Up2_oXToXAXJLtdmwfUKm=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Isadoras Antique Jewelry,"1601 1st Ave, Seattle, WA 98101",Seattle,Washington,36,http://isadoras.com/,+1 206-441-7711,https://lh5.googleusercontent.com/p/AF1QipOZsmAMoyXbRk0rs_IAXeH_MGp9_JwZ2UES6vP2=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
Pic-It-Up,"603 Cherry St, Sumas, WA 98295",Sumas,Washington,286,http://picitupinsumas.com/,+1 778-598-0467,https://lh5.googleusercontent.com/p/AF1QipNfE_u9Uo_SSb6wMe_hmqEB-c-ijILQOJwuuBtq=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bella's Voice Thrift Store,"17633 Hwy 99, Lynnwood, WA 98037",Lynnwood,Washington,153,http://www.bellasvoice.org/,+1 425-409-1961,https://lh5.googleusercontent.com/p/AF1QipN1_4Fmhwag9i6xF8JpNyMpfa_mg-c3NmOEgqsv=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Retro Emporium,"328 W Meeker St, Kent, WA 98032",Kent,Washington,203,No data available,+1 253-236-2145,https://lh5.googleusercontent.com/p/AF1QipNDiRng-BE8MbKcRZYguZ99cbL2C-YXYs1H0oRd=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Hook & Needle Nook,"3808 N Monroe St, Spokane, WA 99205",Spokane,Washington,72,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Life Center Thrift Store,"6331 6th Ave, Tacoma, WA 98406",Tacoma,Washington,86,https://www.lifecenter.com/thriftstore?utm_source=google,+1 253-460-0688,https://lh5.googleusercontent.com/p/AF1QipOIJwCI5w1xIvIVFKl9RTWyN7UmltVQz95qlXVL=w800-h500-k-no,Low,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Thrift City Inc,"904 72nd St E, Tacoma, WA 98404",Tacoma,Washington,447,No data available,+1 253-472-2078,https://lh5.googleusercontent.com/p/AF1QipPQ-VwMTUxh7HFj4vPCJMyTwc9z4DhrBcUuNPq1=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Hook & Needle Nook,"3808 N Monroe St, Spokane, WA 99205",Spokane,Washington,72,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Grandma's Attic,"12 N Main St, Omak, WA 98841",Omak,Washington,63,http://www.grandmasatticomak.com/,+1 509-826-4765,https://lh5.googleusercontent.com/p/AF1QipM9hDkVqUnOGGfXJTUU6j0zTe9UY4ZDSsIlNHfw=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Georgie's Gently Used,"506 C St SW, Ephrata, WA 98823",Ephrata,Washington,81,http://georgies-used.edan.io/,+1 509-754-0607,https://lh5.googleusercontent.com/p/AF1QipPvt6_d9Fw49USiv3Wc0reZBaMZ1rDiFsgbbCtx=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sanford & Son Antiques!,"743 Broadway, Tacoma, WA 98402",Tacoma,Washington,177,No data available,+1 253-272-0334,https://lh5.googleusercontent.com/p/AF1QipM2WQSiuU2QOi81zBTbVAzHosFQ3KbMldiuJtX5=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Mimis Boutique,"906 1st St, Snohomish, WA 98290",Snohomish,Washington,50,https://shop-mimis.com/,+1 425-327-6591,https://lh5.googleusercontent.com/p/AF1QipMuReSJmLHoabBtXfBbztxnIQJPzQeBA4xEq2cA=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Inta Vintage,"1109 Main St, Sumner, WA 98390",Sumner,Washington,91,https://www.intavintage.com/,+1 253-939-4888,https://lh5.googleusercontent.com/p/AF1QipOTqYRTyZdrZLr4J__6CuRvgqiU9XO-WA6_uARD=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Olympia Gear Exchange,"108 4th Ave W, Olympia, WA 98501",Olympia,Washington,118,https://www.facebook.com/olygearexchange,+1 360-890-4674,https://lh5.googleusercontent.com/p/AF1QipMRs9QdBj4Ax16d0tnHnPtxRuJc6-Pypos7yg0=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tacoma Goodwill - 38Th Street,"3121 S 38th St, Tacoma, WA 98409",Tacoma,Washington,436,https://www.goodwillwa.org/,+1 253-472-5160,https://lh5.googleusercontent.com/p/AF1QipN_mAuzu5drh2hwsfbzrgbLFsMnlSH54-lQdaNW=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Second Chance Thrift Store,"408 1st St, Lynden, WA 98264",Lynden,Washington,166,https://www.secondchancelynden.com/,+1 360-318-9333,https://lh5.googleusercontent.com/p/AF1QipPdEsicXvkUE-yXJ86ZEC2xEQkkIRP8BiawRF3Y=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Divine Consign,"904 Main St, Vancouver, WA 98660",Vancouver,Washington,206,http://www.divineconsignfurniture.com/,+1 360-695-6443,https://lh5.googleusercontent.com/p/AF1QipMBKl7hpmeTnV7mY-4OxUQ83NIxKTWggUoiatZb=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sure Shot Guns & Pawn,"114 Main St, Kittitas, WA 98934",Kittitas,Washington,56,https://www.sureshotguns.com/,+1 509-968-4867,https://lh5.googleusercontent.com/p/AF1QipMhPt4CzIxR9mKNOVJ_1l0ud27sxEUeHU8ouiOY=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Savoy Special Vintage,"740 Broadway, Tacoma, WA 98402",Tacoma,Washington,40,https://www.savoyspecialvintage.com/,+1 971-344-1357,https://lh5.googleusercontent.com/p/AF1QipOycnSIKnDBOFPi5qjlueVU1k3pWc2aHdmrgv6P=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Mountain Mission Inc,"1620 7th Ave, Charleston, WV 25387",Charleston,West Virginia,92,http://mountainmission.com/,+1 304-344-3407,https://lh5.googleusercontent.com/p/AF1QipPEuI1xbsDU8fhc4dvO-u77zWBDeISm6VYaOUbP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mountain Mission Social Services,"3631 7th Ave, Charleston, WV 25387",Charleston,West Virginia,66,No data available,+1 304-720-7391,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BF-AYW13U7x1R_XGrKZnrg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=183.22823&pitch=0&thumbfov=100,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Jack's Bargain Barn,"206 Main St, Hinton, WV 25951",Hinton,West Virginia,179,https://m.facebook.com/JacksBargainBarn/,+1 681-207-7347,https://lh5.googleusercontent.com/p/AF1QipPLBRM4Ro0stfzgp1jw4elWJ1SusRueoW671ou0=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
80's Toys Of Princeton,"935 Mercer St, Princeton, WV 24740",Princeton,West Virginia,32,https://www.facebook.com/80stoysprincetonwv,+1 681-282-5433,https://lh5.googleusercontent.com/p/AF1QipOjHIOoLX9kG2nrWJ_XClUVX3ibgn24VgRbQQlC=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Home Style Llc,"604 Pike St, Shinnston, WV 26431",Shinnston,West Virginia,35,No data available,+1 304-592-3443,https://lh5.googleusercontent.com/p/AF1QipO6psr15kSeqBKqxvntmvh-TuLac2FKrVQPW8Nn=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Hoot And Howl,"245 Walnut St, Morgantown, WV 26505",Morgantown,West Virginia,97,http://shophootandhowl.com/,+1 304-241-1088,https://lh5.googleusercontent.com/p/AF1QipNfu4QEcv7Af8te1uOE4e9_o1zRzntDNfpUCzt1=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Highlands,"546 Cabela Dr, Triadelphia, WV 26059",Triadelphia,West Virginia,5577,http://www.hitthehighlands.com/,+1 304-234-3628,https://lh5.googleusercontent.com/p/AF1QipNRfVj4sPcTNIgz7-RCF5AQdGHLzkHEW3KMuSUv=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Hampshire County Helping Hands,"24 W Main St, Romney, WV 26757",Romney,West Virginia,36,No data available,+1 304-822-8448,https://lh5.googleusercontent.com/p/AF1QipNaIkl5YHT1jorLdfRIamKqR8wB6G2XYEMa9poy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
House Of The Carpenter,"200 S Front St, Wheeling, WV 26003",Wheeling,West Virginia,177,http://www.houseofthecarpenter.com/,+1 304-233-4640,https://lh5.googleusercontent.com/p/AF1QipP_vR2Dy3IPI3pYt5EiPmO2fi3ZV7gWetIEadu-=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Fuller Center For Housing,"600 S Fayette St, Beckley, WV 25801",Beckley,West Virginia,29,https://fullercenter.org/beckley-west-virginia/,+1 304-253-2045,https://lh5.googleusercontent.com/p/AF1QipOaRRzkravfBwZ6Q8JaYQpQ6EruMNzc_o3hljHo=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Plato's Closet Morgantown,"6504 Mall Rd, Westover, WV 26501",Westover,West Virginia,543,https://platoscloset.com/locations/morgantown-wv,+1 304-983-6020,https://lh5.googleusercontent.com/p/AF1QipNeVzRKrXAqHD46SCIZAcMyQ3RS7h1O0Byqw2TY=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Habitat For Humanity Restore,"600 16th St Ste A, Vienna, WV 26105",Vienna,West Virginia,161,https://habitatmov.com/restore/,+1 304-422-4828,https://lh5.googleusercontent.com/p/AF1QipNkZIJE-EqAwpZkq6zXyC7CiUd4TWIepBnZYyvN=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Spencer Antique Mall,"209 Main St, Spencer, WV 25276",Spencer,West Virginia,28,No data available,+1 304-927-8066,https://lh5.googleusercontent.com/p/AF1QipOu2poVVSaEeIKFFdTg_1Ib6hG72OciFSk2TaG7=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Good As New,"67 Armstrong St, Keyser, WV 26726",Keyser,West Virginia,40,No data available,+1 304-788-2500,https://lh5.googleusercontent.com/p/AF1QipOIZnL6RtbJCTyzI9D7wkuPNMog_fvZbDnE03hR=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Comic Castle,"565 Ritter Dr, Glen Morgan, WV 25813",Glen Morgan,West Virginia,33,No data available,+1 304-228-1225,https://lh5.googleusercontent.com/p/AF1QipPlXqebE5-rdRIM1a76xnitAcCFBK228Ce8C-YB=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Hub City Thrift,"306 Wilson St, Martinsburg, WV 25401",Martinsburg,West Virginia,28,http://www.hubcitythrift.com/,+1 304-901-5620,https://lh5.googleusercontent.com/p/AF1QipMiL3b-7Z1Oh1g1CJHuiBdWwKWbws_WqiFp73M2=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sisters' Antiques Llc,"3766 Sutton Ln, Sutton, WV 26601",Sutton,West Virginia,154,No data available,+1 304-765-5533,https://lh5.googleusercontent.com/p/AF1QipPUpiOwA2aHlDEB6UIVq7kA5ZZFJhTlQK-KT4nF=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Rio Mall,"N River, Baker, WV 26801",Baker,West Virginia,90,No data available,+1 304-496-7847,https://lh5.googleusercontent.com/p/AF1QipN2ynbGRqsX83MBeiQ4_WQDzTjX677aVq6OMvoc=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Repeat Boutique,"104 1/2, Oak St, St Albans, WV 25177",St Albans,West Virginia,34,https://www.facebook.com/Therepeatboutiquewv,+1 304-727-1451,https://lh5.googleusercontent.com/p/AF1QipPZPaYiXeF2M1SzNsyAIVf6PKtdp9Cr9MgZKCVj=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Carter's,"106 RHL Blvd, Charleston, WV 25309",Charleston,West Virginia,48,https://locations.carters.com/WV/Charleston/Carters-Charleston-WV?cm_mmc=seo.car.us.visitation.store-locator....google..822,+1 304-744-2579,https://lh5.googleusercontent.com/p/AF1QipP1NX-eqEXfA2DIH-0oCG67pEgLQdVaduUyjNK6=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Ywca Past & Present Gently Used Clothing Store,"1598 Lee St E, Charleston, WV 25311",Charleston,West Virginia,91,https://ywcacharleston.org/pastandpresent,+1 304-340-3646,https://lh5.googleusercontent.com/p/AF1QipPMhZq-S-wR6Dbx51ZvegRX9s9j9Cl1SVVhItPO=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bella Consignment,"1104 20th St, Huntington, WV 25703",Huntington,West Virginia,86,No data available,+1 304-697-1774,https://lh5.googleusercontent.com/p/AF1QipNE42WughMYwYHXjBC291alqR4_9WamLPNEVyU3=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
14 & Up Resale,"200 7th Ave, Charleston, WV 25303",Charleston,West Virginia,67,No data available,+1 304-744-8525,https://lh5.googleusercontent.com/p/AF1QipOqiKqDD5bbmICjlKQh4TbLEpx3tElfqb3UKgbL=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Alderson's Store,"320 N Monroe St, Alderson, WV 24910",Alderson,West Virginia,34,https://www.facebook.com/Aldersonsstore/,+1 304-445-2851,https://lh5.googleusercontent.com/p/AF1QipOrJD-CfhXTm5_XOuwokWnkwHeARBAoJio3asVD=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Eclectic Goods Market,"1401 Charles Ave, Dunbar, WV 25064",Dunbar,West Virginia,119,http://eclecticgoodsmarket.com/,+1 681-205-8373,https://lh5.googleusercontent.com/p/AF1QipMLlrn403bGyTDoTEJkKFUR8mz4SSk9BbBb31V6=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
St. Vincent De Paul Society Thrift Store,"98 7th St, Wellsburg, WV 26070",Wellsburg,West Virginia,25,No data available,+1 304-737-8184,https://lh5.googleusercontent.com/p/AF1QipMCXRsisHSurNIaz17BbKJr3GAEVgnOQo1CdWmB=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Clementine's Closet,"222 Davis Ave, Elkins, WV 26241",Elkins,West Virginia,71,https://m.facebook.com/groups/758156998227494/?ref=share,0,https://lh5.googleusercontent.com/p/AF1QipN0WThwhfIhTelLAartGvqg7z8i9ECLXHFSzaPv=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
South Charleston Antique Mall,"617 D St, South Charleston, WV 25303",South Charleston,West Virginia,340,http://www.southcharlestonantique.com/,+1 304-744-8975,https://lh5.googleusercontent.com/p/AF1QipMrsNKa4U5QBNESSv_K9MBWQApJGwGKtOCw9P93=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Of North Central West Virginia,"1210 W Main St, Bridgeport, WV 26330",Bridgeport,West Virginia,206,https://www.goodwillncwv.org/shop/store-locations/,+1 304-842-3288,https://lh5.googleusercontent.com/p/AF1QipMAva7a1_UbjDEUJTenKHIP8tXckRuO0fzdPw6N=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
